#    L    TT             EE             BB             TE             PP             TP             EP          
  6512    0.12823E-01   -0.69983E-04    0.00000E+00    0.24051E-03    0.10897E-09    0.10167E-07   -0.61339E-11
  6513    0.12806E-01   -0.69950E-04    0.00000E+00    0.24022E-03    0.10891E-09    0.10161E-07   -0.61295E-11
  6514    0.12789E-01   -0.69914E-04    0.00000E+00    0.23992E-03    0.10885E-09    0.10155E-07   -0.61249E-11
  6515    0.12772E-01   -0.69877E-04    0.00000E+00    0.23963E-03    0.10879E-09    0.10149E-07   -0.61200E-11
  6516    0.12755E-01   -0.69837E-04    0.00000E+00    0.23933E-03    0.10873E-09    0.10144E-07   -0.61151E-11
  6517    0.12739E-01   -0.69795E-04    0.00000E+00    0.23904E-03    0.10867E-09    0.10138E-07   -0.61099E-11
  6518    0.12722E-01   -0.69752E-04    0.00000E+00    0.23874E-03    0.10861E-09    0.10132E-07   -0.61046E-11
  6519    0.12705E-01   -0.69706E-04    0.00000E+00    0.23844E-03    0.10855E-09    0.10126E-07   -0.60990E-11
  6520    0.12688E-01   -0.69659E-04    0.00000E+00    0.23813E-03    0.10849E-09    0.10120E-07   -0.60933E-11
  6521    0.12671E-01   -0.69609E-04    0.00000E+00    0.23783E-03    0.10843E-09    0.10114E-07   -0.60875E-11
  6522    0.12655E-01   -0.69557E-04    0.00000E+00    0.23752E-03    0.10837E-09    0.10109E-07   -0.60814E-11
  6523    0.12638E-01   -0.69504E-04    0.00000E+00    0.23721E-03    0.10831E-09    0.10103E-07   -0.60752E-11
  6524    0.12621E-01   -0.69448E-04    0.00000E+00    0.23690E-03    0.10825E-09    0.10097E-07   -0.60688E-11
  6525    0.12605E-01   -0.69391E-04    0.00000E+00    0.23659E-03    0.10819E-09    0.10091E-07   -0.60622E-11
  6526    0.12588E-01   -0.69331E-04    0.00000E+00    0.23627E-03    0.10814E-09    0.10085E-07   -0.60554E-11
  6527    0.12571E-01   -0.69270E-04    0.00000E+00    0.23596E-03    0.10808E-09    0.10080E-07   -0.60485E-11
  6528    0.12554E-01   -0.69207E-04    0.00000E+00    0.23564E-03    0.10802E-09    0.10074E-07   -0.60414E-11
  6529    0.12538E-01   -0.69141E-04    0.00000E+00    0.23532E-03    0.10796E-09    0.10068E-07   -0.60342E-11
  6530    0.12521E-01   -0.69074E-04    0.00000E+00    0.23500E-03    0.10790E-09    0.10062E-07   -0.60267E-11
  6531    0.12504E-01   -0.69005E-04    0.00000E+00    0.23468E-03    0.10784E-09    0.10056E-07   -0.60191E-11
  6532    0.12488E-01   -0.68934E-04    0.00000E+00    0.23435E-03    0.10778E-09    0.10051E-07   -0.60113E-11
  6533    0.12471E-01   -0.68861E-04    0.00000E+00    0.23403E-03    0.10772E-09    0.10045E-07   -0.60034E-11
  6534    0.12455E-01   -0.68786E-04    0.00000E+00    0.23370E-03    0.10766E-09    0.10039E-07   -0.59953E-11
  6535    0.12438E-01   -0.68709E-04    0.00000E+00    0.23337E-03    0.10760E-09    0.10033E-07   -0.59870E-11
  6536    0.12421E-01   -0.68630E-04    0.00000E+00    0.23304E-03    0.10754E-09    0.10027E-07   -0.59785E-11
  6537    0.12405E-01   -0.68550E-04    0.00000E+00    0.23271E-03    0.10748E-09    0.10022E-07   -0.59699E-11
  6538    0.12388E-01   -0.68467E-04    0.00000E+00    0.23237E-03    0.10742E-09    0.10016E-07   -0.59611E-11
  6539    0.12371E-01   -0.68383E-04    0.00000E+00    0.23203E-03    0.10737E-09    0.10010E-07   -0.59522E-11
  6540    0.12355E-01   -0.68297E-04    0.00000E+00    0.23170E-03    0.10731E-09    0.10004E-07   -0.59431E-11
  6541    0.12338E-01   -0.68209E-04    0.00000E+00    0.23136E-03    0.10725E-09    0.99986E-08   -0.59338E-11
  6542    0.12322E-01   -0.68119E-04    0.00000E+00    0.23102E-03    0.10719E-09    0.99929E-08   -0.59244E-11
  6543    0.12305E-01   -0.68028E-04    0.00000E+00    0.23067E-03    0.10713E-09    0.99871E-08   -0.59148E-11
  6544    0.12289E-01   -0.67934E-04    0.00000E+00    0.23033E-03    0.10707E-09    0.99813E-08   -0.59050E-11
  6545    0.12272E-01   -0.67839E-04    0.00000E+00    0.22998E-03    0.10701E-09    0.99756E-08   -0.58951E-11
  6546    0.12256E-01   -0.67742E-04    0.00000E+00    0.22963E-03    0.10695E-09    0.99698E-08   -0.58850E-11
  6547    0.12239E-01   -0.67643E-04    0.00000E+00    0.22929E-03    0.10690E-09    0.99641E-08   -0.58748E-11
  6548    0.12222E-01   -0.67542E-04    0.00000E+00    0.22893E-03    0.10684E-09    0.99583E-08   -0.58644E-11
  6549    0.12206E-01   -0.67439E-04    0.00000E+00    0.22858E-03    0.10678E-09    0.99526E-08   -0.58538E-11
  6550    0.12189E-01   -0.67335E-04    0.00000E+00    0.22823E-03    0.10672E-09    0.99468E-08   -0.58431E-11
  6551    0.12173E-01   -0.67229E-04    0.00000E+00    0.22787E-03    0.10666E-09    0.99411E-08   -0.58322E-11
  6552    0.12157E-01   -0.67121E-04    0.00000E+00    0.22752E-03    0.10660E-09    0.99353E-08   -0.58212E-11
  6553    0.12140E-01   -0.67011E-04    0.00000E+00    0.22716E-03    0.10654E-09    0.99296E-08   -0.58100E-11
  6554    0.12124E-01   -0.66900E-04    0.00000E+00    0.22680E-03    0.10649E-09    0.99239E-08   -0.57987E-11
  6555    0.12107E-01   -0.66787E-04    0.00000E+00    0.22643E-03    0.10643E-09    0.99181E-08   -0.57872E-11
  6556    0.12091E-01   -0.66672E-04    0.00000E+00    0.22607E-03    0.10637E-09    0.99124E-08   -0.57755E-11
  6557    0.12074E-01   -0.66555E-04    0.00000E+00    0.22571E-03    0.10631E-09    0.99067E-08   -0.57637E-11
  6558    0.12058E-01   -0.66437E-04    0.00000E+00    0.22534E-03    0.10625E-09    0.99009E-08   -0.57517E-11
  6559    0.12041E-01   -0.66317E-04    0.00000E+00    0.22497E-03    0.10619E-09    0.98952E-08   -0.57396E-11
  6560    0.12025E-01   -0.66195E-04    0.00000E+00    0.22460E-03    0.10613E-09    0.98895E-08   -0.57274E-11
  6561    0.12009E-01   -0.66072E-04    0.00000E+00    0.22423E-03    0.10608E-09    0.98838E-08   -0.57150E-11
  6562    0.11992E-01   -0.65947E-04    0.00000E+00    0.22386E-03    0.10602E-09    0.98781E-08   -0.57024E-11
  6563    0.11976E-01   -0.65820E-04    0.00000E+00    0.22349E-03    0.10596E-09    0.98723E-08   -0.56897E-11
  6564    0.11959E-01   -0.65691E-04    0.00000E+00    0.22311E-03    0.10590E-09    0.98666E-08   -0.56768E-11
  6565    0.11943E-01   -0.65561E-04    0.00000E+00    0.22273E-03    0.10584E-09    0.98609E-08   -0.56638E-11
  6566    0.11927E-01   -0.65429E-04    0.00000E+00    0.22235E-03    0.10579E-09    0.98552E-08   -0.56507E-11
  6567    0.11910E-01   -0.65296E-04    0.00000E+00    0.22197E-03    0.10573E-09    0.98495E-08   -0.56374E-11
  6568    0.11894E-01   -0.65161E-04    0.00000E+00    0.22159E-03    0.10567E-09    0.98438E-08   -0.56239E-11
  6569    0.11878E-01   -0.65024E-04    0.00000E+00    0.22121E-03    0.10561E-09    0.98381E-08   -0.56103E-11
  6570    0.11861E-01   -0.64885E-04    0.00000E+00    0.22083E-03    0.10555E-09    0.98324E-08   -0.55966E-11
  6571    0.11845E-01   -0.64745E-04    0.00000E+00    0.22044E-03    0.10550E-09    0.98267E-08   -0.55827E-11
  6572    0.11829E-01   -0.64604E-04    0.00000E+00    0.22005E-03    0.10544E-09    0.98210E-08   -0.55687E-11
  6573    0.11813E-01   -0.64460E-04    0.00000E+00    0.21967E-03    0.10538E-09    0.98154E-08   -0.55545E-11
  6574    0.11796E-01   -0.64315E-04    0.00000E+00    0.21928E-03    0.10532E-09    0.98097E-08   -0.55402E-11
  6575    0.11780E-01   -0.64169E-04    0.00000E+00    0.21889E-03    0.10526E-09    0.98040E-08   -0.55257E-11
  6576    0.11764E-01   -0.64021E-04    0.00000E+00    0.21849E-03    0.10521E-09    0.97983E-08   -0.55112E-11
  6577    0.11748E-01   -0.63871E-04    0.00000E+00    0.21810E-03    0.10515E-09    0.97926E-08   -0.54964E-11
  6578    0.11731E-01   -0.63720E-04    0.00000E+00    0.21770E-03    0.10509E-09    0.97870E-08   -0.54815E-11
  6579    0.11715E-01   -0.63567E-04    0.00000E+00    0.21731E-03    0.10503E-09    0.97813E-08   -0.54665E-11
  6580    0.11699E-01   -0.63412E-04    0.00000E+00    0.21691E-03    0.10498E-09    0.97756E-08   -0.54514E-11
  6581    0.11683E-01   -0.63256E-04    0.00000E+00    0.21651E-03    0.10492E-09    0.97700E-08   -0.54361E-11
  6582    0.11667E-01   -0.63099E-04    0.00000E+00    0.21611E-03    0.10486E-09    0.97643E-08   -0.54207E-11
  6583    0.11650E-01   -0.62940E-04    0.00000E+00    0.21571E-03    0.10480E-09    0.97586E-08   -0.54051E-11
  6584    0.11634E-01   -0.62779E-04    0.00000E+00    0.21531E-03    0.10474E-09    0.97530E-08   -0.53894E-11
  6585    0.11618E-01   -0.62617E-04    0.00000E+00    0.21490E-03    0.10469E-09    0.97473E-08   -0.53736E-11
  6586    0.11602E-01   -0.62454E-04    0.00000E+00    0.21449E-03    0.10463E-09    0.97417E-08   -0.53576E-11
  6587    0.11586E-01   -0.62288E-04    0.00000E+00    0.21409E-03    0.10457E-09    0.97360E-08   -0.53415E-11
  6588    0.11570E-01   -0.62122E-04    0.00000E+00    0.21368E-03    0.10451E-09    0.97304E-08   -0.53253E-11
  6589    0.11553E-01   -0.61954E-04    0.00000E+00    0.21327E-03    0.10446E-09    0.97247E-08   -0.53089E-11
  6590    0.11537E-01   -0.61784E-04    0.00000E+00    0.21286E-03    0.10440E-09    0.97191E-08   -0.52924E-11
  6591    0.11521E-01   -0.61613E-04    0.00000E+00    0.21245E-03    0.10434E-09    0.97135E-08   -0.52758E-11
  6592    0.11505E-01   -0.61440E-04    0.00000E+00    0.21203E-03    0.10429E-09    0.97078E-08   -0.52590E-11
  6593    0.11489E-01   -0.61266E-04    0.00000E+00    0.21162E-03    0.10423E-09    0.97022E-08   -0.52421E-11
  6594    0.11473E-01   -0.61091E-04    0.00000E+00    0.21120E-03    0.10417E-09    0.96966E-08   -0.52251E-11
  6595    0.11457E-01   -0.60914E-04    0.00000E+00    0.21078E-03    0.10411E-09    0.96909E-08   -0.52080E-11
  6596    0.11441E-01   -0.60735E-04    0.00000E+00    0.21037E-03    0.10406E-09    0.96853E-08   -0.51907E-11
  6597    0.11425E-01   -0.60555E-04    0.00000E+00    0.20995E-03    0.10400E-09    0.96797E-08   -0.51733E-11
  6598    0.11409E-01   -0.60374E-04    0.00000E+00    0.20953E-03    0.10394E-09    0.96741E-08   -0.51558E-11
  6599    0.11393E-01   -0.60191E-04    0.00000E+00    0.20910E-03    0.10388E-09    0.96684E-08   -0.51381E-11
  6600    0.11377E-01   -0.60007E-04    0.00000E+00    0.20868E-03    0.10383E-09    0.96628E-08   -0.51203E-11
  6601    0.11361E-01   -0.59822E-04    0.00000E+00    0.20826E-03    0.10377E-09    0.96572E-08   -0.51024E-11
  6602    0.11345E-01   -0.59635E-04    0.00000E+00    0.20783E-03    0.10371E-09    0.96516E-08   -0.50844E-11
  6603    0.11329E-01   -0.59446E-04    0.00000E+00    0.20740E-03    0.10366E-09    0.96460E-08   -0.50662E-11
  6604    0.11313E-01   -0.59257E-04    0.00000E+00    0.20698E-03    0.10360E-09    0.96404E-08   -0.50480E-11
  6605    0.11297E-01   -0.59065E-04    0.00000E+00    0.20655E-03    0.10354E-09    0.96348E-08   -0.50296E-11
  6606    0.11281E-01   -0.58873E-04    0.00000E+00    0.20612E-03    0.10349E-09    0.96292E-08   -0.50110E-11
  6607    0.11265E-01   -0.58679E-04    0.00000E+00    0.20568E-03    0.10343E-09    0.96236E-08   -0.49924E-11
  6608    0.11249E-01   -0.58484E-04    0.00000E+00    0.20525E-03    0.10337E-09    0.96180E-08   -0.49736E-11
  6609    0.11233E-01   -0.58287E-04    0.00000E+00    0.20482E-03    0.10332E-09    0.96124E-08   -0.49548E-11
  6610    0.11217E-01   -0.58089E-04    0.00000E+00    0.20438E-03    0.10326E-09    0.96068E-08   -0.49358E-11
  6611    0.11202E-01   -0.57890E-04    0.00000E+00    0.20395E-03    0.10320E-09    0.96012E-08   -0.49167E-11
  6612    0.11186E-01   -0.57690E-04    0.00000E+00    0.20351E-03    0.10315E-09    0.95957E-08   -0.48974E-11
  6613    0.11170E-01   -0.57488E-04    0.00000E+00    0.20307E-03    0.10309E-09    0.95901E-08   -0.48781E-11
  6614    0.11154E-01   -0.57285E-04    0.00000E+00    0.20263E-03    0.10303E-09    0.95845E-08   -0.48586E-11
  6615    0.11138E-01   -0.57080E-04    0.00000E+00    0.20219E-03    0.10298E-09    0.95789E-08   -0.48390E-11
  6616    0.11122E-01   -0.56874E-04    0.00000E+00    0.20175E-03    0.10292E-09    0.95734E-08   -0.48193E-11
  6617    0.11106E-01   -0.56667E-04    0.00000E+00    0.20131E-03    0.10286E-09    0.95678E-08   -0.47995E-11
  6618    0.11091E-01   -0.56459E-04    0.00000E+00    0.20087E-03    0.10281E-09    0.95622E-08   -0.47796E-11
  6619    0.11075E-01   -0.56249E-04    0.00000E+00    0.20042E-03    0.10275E-09    0.95567E-08   -0.47596E-11
  6620    0.11059E-01   -0.56038E-04    0.00000E+00    0.19998E-03    0.10269E-09    0.95511E-08   -0.47394E-11
  6621    0.11043E-01   -0.55826E-04    0.00000E+00    0.19953E-03    0.10264E-09    0.95455E-08   -0.47191E-11
  6622    0.11028E-01   -0.55613E-04    0.00000E+00    0.19908E-03    0.10258E-09    0.95400E-08   -0.46988E-11
  6623    0.11012E-01   -0.55398E-04    0.00000E+00    0.19863E-03    0.10252E-09    0.95344E-08   -0.46783E-11
  6624    0.10996E-01   -0.55182E-04    0.00000E+00    0.19818E-03    0.10247E-09    0.95289E-08   -0.46577E-11
  6625    0.10980E-01   -0.54965E-04    0.00000E+00    0.19773E-03    0.10241E-09    0.95233E-08   -0.46370E-11
  6626    0.10965E-01   -0.54746E-04    0.00000E+00    0.19728E-03    0.10235E-09    0.95178E-08   -0.46162E-11
  6627    0.10949E-01   -0.54527E-04    0.00000E+00    0.19683E-03    0.10230E-09    0.95122E-08   -0.45953E-11
  6628    0.10933E-01   -0.54306E-04    0.00000E+00    0.19637E-03    0.10224E-09    0.95067E-08   -0.45742E-11
  6629    0.10918E-01   -0.54084E-04    0.00000E+00    0.19592E-03    0.10219E-09    0.95012E-08   -0.45531E-11
  6630    0.10902E-01   -0.53861E-04    0.00000E+00    0.19546E-03    0.10213E-09    0.94956E-08   -0.45319E-11
  6631    0.10886E-01   -0.53636E-04    0.00000E+00    0.19501E-03    0.10207E-09    0.94901E-08   -0.45105E-11
  6632    0.10871E-01   -0.53411E-04    0.00000E+00    0.19455E-03    0.10202E-09    0.94846E-08   -0.44891E-11
  6633    0.10855E-01   -0.53184E-04    0.00000E+00    0.19409E-03    0.10196E-09    0.94791E-08   -0.44675E-11
  6634    0.10839E-01   -0.52956E-04    0.00000E+00    0.19363E-03    0.10191E-09    0.94735E-08   -0.44459E-11
  6635    0.10824E-01   -0.52727E-04    0.00000E+00    0.19317E-03    0.10185E-09    0.94680E-08   -0.44241E-11
  6636    0.10808E-01   -0.52497E-04    0.00000E+00    0.19271E-03    0.10179E-09    0.94625E-08   -0.44023E-11
  6637    0.10793E-01   -0.52265E-04    0.00000E+00    0.19225E-03    0.10174E-09    0.94570E-08   -0.43803E-11
  6638    0.10777E-01   -0.52033E-04    0.00000E+00    0.19178E-03    0.10168E-09    0.94515E-08   -0.43582E-11
  6639    0.10761E-01   -0.51799E-04    0.00000E+00    0.19132E-03    0.10163E-09    0.94460E-08   -0.43361E-11
  6640    0.10746E-01   -0.51564E-04    0.00000E+00    0.19086E-03    0.10157E-09    0.94405E-08   -0.43138E-11
  6641    0.10730E-01   -0.51329E-04    0.00000E+00    0.19039E-03    0.10151E-09    0.94350E-08   -0.42915E-11
  6642    0.10715E-01   -0.51092E-04    0.00000E+00    0.18992E-03    0.10146E-09    0.94295E-08   -0.42690E-11
  6643    0.10699E-01   -0.50853E-04    0.00000E+00    0.18946E-03    0.10140E-09    0.94240E-08   -0.42465E-11
  6644    0.10684E-01   -0.50614E-04    0.00000E+00    0.18899E-03    0.10135E-09    0.94185E-08   -0.42238E-11
  6645    0.10668E-01   -0.50374E-04    0.00000E+00    0.18852E-03    0.10129E-09    0.94130E-08   -0.42011E-11
  6646    0.10653E-01   -0.50133E-04    0.00000E+00    0.18805E-03    0.10123E-09    0.94075E-08   -0.41782E-11
  6647    0.10637E-01   -0.49890E-04    0.00000E+00    0.18758E-03    0.10118E-09    0.94020E-08   -0.41553E-11
  6648    0.10622E-01   -0.49647E-04    0.00000E+00    0.18710E-03    0.10112E-09    0.93965E-08   -0.41322E-11
  6649    0.10606E-01   -0.49402E-04    0.00000E+00    0.18663E-03    0.10107E-09    0.93910E-08   -0.41091E-11
  6650    0.10591E-01   -0.49157E-04    0.00000E+00    0.18616E-03    0.10101E-09    0.93856E-08   -0.40859E-11
  6651    0.10576E-01   -0.48910E-04    0.00000E+00    0.18568E-03    0.10096E-09    0.93801E-08   -0.40626E-11
  6652    0.10560E-01   -0.48662E-04    0.00000E+00    0.18521E-03    0.10090E-09    0.93746E-08   -0.40392E-11
  6653    0.10545E-01   -0.48414E-04    0.00000E+00    0.18473E-03    0.10085E-09    0.93691E-08   -0.40157E-11
  6654    0.10529E-01   -0.48164E-04    0.00000E+00    0.18426E-03    0.10079E-09    0.93637E-08   -0.39921E-11
  6655    0.10514E-01   -0.47913E-04    0.00000E+00    0.18378E-03    0.10073E-09    0.93582E-08   -0.39685E-11
  6656    0.10499E-01   -0.47661E-04    0.00000E+00    0.18330E-03    0.10068E-09    0.93528E-08   -0.39447E-11
  6657    0.10483E-01   -0.47409E-04    0.00000E+00    0.18282E-03    0.10062E-09    0.93473E-08   -0.39208E-11
  6658    0.10468E-01   -0.47155E-04    0.00000E+00    0.18234E-03    0.10057E-09    0.93418E-08   -0.38969E-11
  6659    0.10453E-01   -0.46900E-04    0.00000E+00    0.18186E-03    0.10051E-09    0.93364E-08   -0.38729E-11
  6660    0.10437E-01   -0.46645E-04    0.00000E+00    0.18138E-03    0.10046E-09    0.93309E-08   -0.38488E-11
  6661    0.10422E-01   -0.46388E-04    0.00000E+00    0.18090E-03    0.10040E-09    0.93255E-08   -0.38246E-11
  6662    0.10407E-01   -0.46130E-04    0.00000E+00    0.18042E-03    0.10035E-09    0.93201E-08   -0.38003E-11
  6663    0.10392E-01   -0.45872E-04    0.00000E+00    0.17993E-03    0.10029E-09    0.93146E-08   -0.37759E-11
  6664    0.10376E-01   -0.45612E-04    0.00000E+00    0.17945E-03    0.10024E-09    0.93092E-08   -0.37515E-11
  6665    0.10361E-01   -0.45352E-04    0.00000E+00    0.17897E-03    0.10018E-09    0.93037E-08   -0.37270E-11
  6666    0.10346E-01   -0.45090E-04    0.00000E+00    0.17848E-03    0.10013E-09    0.92983E-08   -0.37024E-11
  6667    0.10331E-01   -0.44828E-04    0.00000E+00    0.17799E-03    0.10007E-09    0.92929E-08   -0.36777E-11
  6668    0.10316E-01   -0.44565E-04    0.00000E+00    0.17751E-03    0.10002E-09    0.92875E-08   -0.36529E-11
  6669    0.10300E-01   -0.44301E-04    0.00000E+00    0.17702E-03    0.99962E-10    0.92820E-08   -0.36280E-11
  6670    0.10285E-01   -0.44036E-04    0.00000E+00    0.17653E-03    0.99907E-10    0.92766E-08   -0.36031E-11
  6671    0.10270E-01   -0.43770E-04    0.00000E+00    0.17604E-03    0.99852E-10    0.92712E-08   -0.35781E-11
  6672    0.10255E-01   -0.43503E-04    0.00000E+00    0.17555E-03    0.99797E-10    0.92658E-08   -0.35530E-11
  6673    0.10240E-01   -0.43235E-04    0.00000E+00    0.17506E-03    0.99742E-10    0.92604E-08   -0.35278E-11
  6674    0.10225E-01   -0.42967E-04    0.00000E+00    0.17457E-03    0.99687E-10    0.92550E-08   -0.35026E-11
  6675    0.10209E-01   -0.42697E-04    0.00000E+00    0.17408E-03    0.99632E-10    0.92496E-08   -0.34772E-11
  6676    0.10194E-01   -0.42427E-04    0.00000E+00    0.17359E-03    0.99578E-10    0.92441E-08   -0.34518E-11
  6677    0.10179E-01   -0.42156E-04    0.00000E+00    0.17310E-03    0.99523E-10    0.92387E-08   -0.34264E-11
  6678    0.10164E-01   -0.41884E-04    0.00000E+00    0.17260E-03    0.99468E-10    0.92333E-08   -0.34008E-11
  6679    0.10149E-01   -0.41611E-04    0.00000E+00    0.17211E-03    0.99413E-10    0.92280E-08   -0.33752E-11
  6680    0.10134E-01   -0.41338E-04    0.00000E+00    0.17162E-03    0.99359E-10    0.92226E-08   -0.33495E-11
  6681    0.10119E-01   -0.41063E-04    0.00000E+00    0.17112E-03    0.99304E-10    0.92172E-08   -0.33237E-11
  6682    0.10104E-01   -0.40788E-04    0.00000E+00    0.17063E-03    0.99249E-10    0.92118E-08   -0.32979E-11
  6683    0.10089E-01   -0.40512E-04    0.00000E+00    0.17013E-03    0.99195E-10    0.92064E-08   -0.32720E-11
  6684    0.10074E-01   -0.40235E-04    0.00000E+00    0.16963E-03    0.99140E-10    0.92010E-08   -0.32460E-11
  6685    0.10059E-01   -0.39957E-04    0.00000E+00    0.16914E-03    0.99085E-10    0.91956E-08   -0.32199E-11
  6686    0.10044E-01   -0.39679E-04    0.00000E+00    0.16864E-03    0.99031E-10    0.91903E-08   -0.31938E-11
  6687    0.10029E-01   -0.39399E-04    0.00000E+00    0.16814E-03    0.98976E-10    0.91849E-08   -0.31676E-11
  6688    0.10014E-01   -0.39119E-04    0.00000E+00    0.16764E-03    0.98922E-10    0.91795E-08   -0.31414E-11
  6689    0.99993E-02   -0.38839E-04    0.00000E+00    0.16714E-03    0.98867E-10    0.91742E-08   -0.31150E-11
  6690    0.99844E-02   -0.38557E-04    0.00000E+00    0.16664E-03    0.98813E-10    0.91688E-08   -0.30886E-11
  6691    0.99695E-02   -0.38275E-04    0.00000E+00    0.16614E-03    0.98759E-10    0.91634E-08   -0.30622E-11
  6692    0.99547E-02   -0.37992E-04    0.00000E+00    0.16564E-03    0.98704E-10    0.91581E-08   -0.30356E-11
  6693    0.99398E-02   -0.37708E-04    0.00000E+00    0.16514E-03    0.98650E-10    0.91527E-08   -0.30091E-11
  6694    0.99249E-02   -0.37424E-04    0.00000E+00    0.16464E-03    0.98596E-10    0.91474E-08   -0.29824E-11
  6695    0.99101E-02   -0.37138E-04    0.00000E+00    0.16414E-03    0.98541E-10    0.91420E-08   -0.29557E-11
  6696    0.98953E-02   -0.36853E-04    0.00000E+00    0.16363E-03    0.98487E-10    0.91367E-08   -0.29289E-11
  6697    0.98805E-02   -0.36566E-04    0.00000E+00    0.16313E-03    0.98433E-10    0.91313E-08   -0.29021E-11
  6698    0.98657E-02   -0.36279E-04    0.00000E+00    0.16263E-03    0.98379E-10    0.91260E-08   -0.28751E-11
  6699    0.98509E-02   -0.35991E-04    0.00000E+00    0.16212E-03    0.98325E-10    0.91207E-08   -0.28482E-11
  6700    0.98361E-02   -0.35702E-04    0.00000E+00    0.16162E-03    0.98270E-10    0.91153E-08   -0.28212E-11
  6701    0.98213E-02   -0.35413E-04    0.00000E+00    0.16111E-03    0.98216E-10    0.91100E-08   -0.27941E-11
  6702    0.98066E-02   -0.35123E-04    0.00000E+00    0.16061E-03    0.98162E-10    0.91047E-08   -0.27669E-11
  6703    0.97919E-02   -0.34832E-04    0.00000E+00    0.16010E-03    0.98108E-10    0.90994E-08   -0.27397E-11
  6704    0.97771E-02   -0.34541E-04    0.00000E+00    0.15960E-03    0.98054E-10    0.90940E-08   -0.27125E-11
  6705    0.97624E-02   -0.34249E-04    0.00000E+00    0.15909E-03    0.98000E-10    0.90887E-08   -0.26851E-11
  6706    0.97478E-02   -0.33956E-04    0.00000E+00    0.15858E-03    0.97946E-10    0.90834E-08   -0.26578E-11
  6707    0.97331E-02   -0.33663E-04    0.00000E+00    0.15808E-03    0.97892E-10    0.90781E-08   -0.26303E-11
  6708    0.97184E-02   -0.33369E-04    0.00000E+00    0.15757E-03    0.97838E-10    0.90728E-08   -0.26029E-11
  6709    0.97038E-02   -0.33074E-04    0.00000E+00    0.15706E-03    0.97785E-10    0.90675E-08   -0.25753E-11
  6710    0.96892E-02   -0.32779E-04    0.00000E+00    0.15655E-03    0.97731E-10    0.90622E-08   -0.25477E-11
  6711    0.96745E-02   -0.32484E-04    0.00000E+00    0.15604E-03    0.97677E-10    0.90569E-08   -0.25201E-11
  6712    0.96599E-02   -0.32187E-04    0.00000E+00    0.15553E-03    0.97623E-10    0.90516E-08   -0.24924E-11
  6713    0.96454E-02   -0.31891E-04    0.00000E+00    0.15502E-03    0.97569E-10    0.90463E-08   -0.24646E-11
  6714    0.96308E-02   -0.31593E-04    0.00000E+00    0.15451E-03    0.97516E-10    0.90410E-08   -0.24368E-11
  6715    0.96162E-02   -0.31295E-04    0.00000E+00    0.15400E-03    0.97462E-10    0.90357E-08   -0.24090E-11
  6716    0.96017E-02   -0.30996E-04    0.00000E+00    0.15349E-03    0.97408E-10    0.90304E-08   -0.23811E-11
  6717    0.95871E-02   -0.30697E-04    0.00000E+00    0.15298E-03    0.97355E-10    0.90251E-08   -0.23531E-11
  6718    0.95726E-02   -0.30398E-04    0.00000E+00    0.15247E-03    0.97301E-10    0.90198E-08   -0.23251E-11
  6719    0.95581E-02   -0.30097E-04    0.00000E+00    0.15196E-03    0.97247E-10    0.90146E-08   -0.22971E-11
  6720    0.95436E-02   -0.29797E-04    0.00000E+00    0.15145E-03    0.97194E-10    0.90093E-08   -0.22690E-11
  6721    0.95292E-02   -0.29495E-04    0.00000E+00    0.15094E-03    0.97140E-10    0.90040E-08   -0.22408E-11
  6722    0.95147E-02   -0.29194E-04    0.00000E+00    0.15043E-03    0.97087E-10    0.89987E-08   -0.22126E-11
  6723    0.95003E-02   -0.28891E-04    0.00000E+00    0.14991E-03    0.97033E-10    0.89935E-08   -0.21844E-11
  6724    0.94858E-02   -0.28588E-04    0.00000E+00    0.14940E-03    0.96980E-10    0.89882E-08   -0.21561E-11
  6725    0.94714E-02   -0.28285E-04    0.00000E+00    0.14889E-03    0.96926E-10    0.89830E-08   -0.21278E-11
  6726    0.94570E-02   -0.27981E-04    0.00000E+00    0.14838E-03    0.96873E-10    0.89777E-08   -0.20995E-11
  6727    0.94427E-02   -0.27677E-04    0.00000E+00    0.14786E-03    0.96820E-10    0.89724E-08   -0.20710E-11
  6728    0.94283E-02   -0.27372E-04    0.00000E+00    0.14735E-03    0.96766E-10    0.89672E-08   -0.20426E-11
  6729    0.94139E-02   -0.27067E-04    0.00000E+00    0.14683E-03    0.96713E-10    0.89620E-08   -0.20141E-11
  6730    0.93996E-02   -0.26761E-04    0.00000E+00    0.14632E-03    0.96660E-10    0.89567E-08   -0.19856E-11
  6731    0.93853E-02   -0.26455E-04    0.00000E+00    0.14581E-03    0.96606E-10    0.89515E-08   -0.19570E-11
  6732    0.93710E-02   -0.26149E-04    0.00000E+00    0.14529E-03    0.96553E-10    0.89462E-08   -0.19284E-11
  6733    0.93567E-02   -0.25841E-04    0.00000E+00    0.14478E-03    0.96500E-10    0.89410E-08   -0.18997E-11
  6734    0.93424E-02   -0.25534E-04    0.00000E+00    0.14426E-03    0.96447E-10    0.89358E-08   -0.18711E-11
  6735    0.93281E-02   -0.25226E-04    0.00000E+00    0.14375E-03    0.96394E-10    0.89305E-08   -0.18423E-11
  6736    0.93139E-02   -0.24918E-04    0.00000E+00    0.14323E-03    0.96341E-10    0.89253E-08   -0.18136E-11
